Proj_Award,Proj_Funding_Country,Proj_Funding_Agency,Proj_Program_Code,Proj_Start_Year,Proj_End_Year,Proj_Title,Proj_AON,Proj_Initiative,Proj_Discipline,Proj_Institution,Proj_Contact_Name,Proj_Contact_Email,Proj_Contact_Phone,Proj_Contact_Role,Proj_Page_Link,Proj_Metadata_Link,Site_Name,Site_ID_AOV,Site_ID_Alt1,Site_ID_Alt2,Site_Country,Site_Place,Site_Lat,Site_Long,Site_Accuracy,Site_Depth,Site_Elevation,Site_Start_Year,Site_End_Year,Site_Start_Date,Site_End_Date,Site_Type,Site_GCMD_Science,Site_GCMD_Platform,Site_GCMD_Instrument,Data_Page_Link1,Data_Page_Link2,Data_Metadata_Link,db_Metadata_Sources,db_Metadata_Wrangler,db_Date_Created,db_Date_Export,db_Date_Modified,db_Notes,Site_Name_IDs,Site_Lat_Long,Site_Location_Country,Site_Abstract,Site_ID_BAID
1928248,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2021,NNA Track 1: Collaborative Research: Opening Up and Crowding In:Dynamic Adaptation to Evolving Arctic Sea Ice Loss,,,Social and Human Sciences,,"Mahoney, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928259,,Logistics Base,,,,United States of America,"Utqiagvik (Barrow), Arctic Alaska",71.29,-156.77,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753389,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,Y,,Biology,,"Mandel, Michael",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839185,,Logistics Base,,,,Canada,"Inuvik, Northwest Territories Canada",68.36,-133.7,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,Y,,Biology,,"Mandel, Michael",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839185,,Logistics Base,,,,United States of America,"Arctic National Wildlife Refuge, Interior Alaska",68.75,-144.5,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928007,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2020,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,,,Biology,,"Mandel, Michael",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839185,,Logistics Base,,,,United States of America,"Prudhoe Bay, Arctic Alaska",70.28,-148.67,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928189,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,,,Biology,,"Mandel, Michael",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839185,,Logistics Base,,,,United States of America,"Toolik, Arctic Alaska",68.62,-149.59,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753397,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"McClelland, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914215,,Logistics Base,,,,Canada,"Mackenzie Delta, Northwest Territories Canada",70,-129,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1832238,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"McClelland, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914215,,Logistics Base,,,,Russia,"Kolyma River, Magadan Russia",62.03,149.66,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836377,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"McClelland, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914215,,Logistics Base,,,,Russia,"Lena River, Yakutia Russia",71.97,127.72,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836377,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"McClelland, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914215,,Logistics Base,,,,Russia,"Ob River, Yamalia Russia",66.65,66.63,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"McClelland, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914215,,Logistics Base,,,,Russia,"Yenisey River, Krasnoyarsky Russia",71,83.23,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1927718,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),,,Geological Sciences,,"McClelland, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914215,,Logistics Base,,,,United States of America,"Pilot Station, West Alaska",61.93,-162.88,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928237,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,NNA Track 1: Arctic impacts and reverberations of expanding global maritime trade routes,,,Cryosphere,,"Miller-Hooks, Elise",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1927785,,Logistics Base,,,,United States of America,"Utqiagvik (Barrow), Arctic Alaska",71.29,-156.77,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
0907819,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2008,2009,Development of Drifting Buoys to Measure Dynamic Ocean Topography and Precipitable Water Vapor,Y,,Instrument Development,,"Morison, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1842306,,Logistics Base,,,,,Arctic Arctic Ocean and Seas,85.20999999999998,-87.44,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1304050,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2013,2016,Development of Drifting Buoys to Measure Dynamic Ocean Topography and Precipitable Water Vapor,Y,,Instrument Development,,"Morison, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1842306,,Logistics Base,,,,,"Beaufort Sea, Arctic Ocean and Seas",71.35,-143.97,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928230,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,Development of Drifting Buoys to Measure Dynamic Ocean Topography and Precipitable Water Vapor,,,Instrument Development,,"Morison, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1842306,,Logistics Base,,,,United States of America,"Utqiagvik (Barrow), Arctic Alaska",71.29,-156.77,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1702456,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2017,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,Canada,"Carmacks, Yukon Territory Canada",62.08,-136.27,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753389,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,Canada,"Dawson, Yukon Territory Canada",64.04,-139.41,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753397,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,Canada,"Mayo, Yukon Territory Canada",63.59,-135.89,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753397,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,Canada,"Teslin, Yukon Territory Canada",60.16,-132.72,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1758565,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2023,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,Canada,"Whitehorse, Yukon Territory Canada",60.72,-135.05,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Beaver, Interior Alaska",63.04,-141.85,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1842306,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Fort Yukon, Interior Alaska",66.56,-145.25,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1848210,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1913888,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Hess Creek, Interior Alaska",65.67,-149.81,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1914215,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Koyukuk, West Alaska",64.88,-157.69,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1927718,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Pilot Station, West Alaska",61.93,-162.88,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928078,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Saint Marys, West Alaska",62.05,-163.16,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928105,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2021,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Tanana, Interior Alaska",65.17,-152.07,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928126,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Tok, Interior Alaska",63.32,-142.99,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928259,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Venetie, Interior Alaska",67.01,-146.41,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Allakaket, Interior Alaska",66.56,-152.64,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Bethel, West Alaska",60.79,-161.76,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Chevak, West Alaska",61.52,-165.58,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Circle, Interior Alaska",65.81,-144.05,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1845877,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1914081,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Kotlik, West Alaska",63.03,-163.55,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1914215,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"McGrath, Interior Alaska",62.95,-155.6,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1917434,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Minto, Interior Alaska",64.88,-149.17,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928078,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Ruby, Interior Alaska",64.72,-155.5,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928078,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Saint Marys, West Alaska",62.05,-163.16,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1832238,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,Russia,"Lavrentiya, Chukotka Russia",65.58,-171.03,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836377,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,Russia,"Lorino, Chukotka Russia",65.49,-171.72,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,Russia,"Provideniya, Chukotka Russia",64.45,-173.19,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1927563,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2023,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,United States of America,"Nome, West Alaska",64.52,-165.42,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928189,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,United States of America,"Toolik, Arctic Alaska",68.62,-149.59,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928202,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,United States of America,"Utqiagvik (Barrow), Arctic Alaska",71.29,-156.77,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1702456,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2017,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,Canada,"Carmacks, Yukon Territory Canada",62.08,-136.27,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753389,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,Canada,"Dawson, Yukon Territory Canada",64.04,-139.41,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753397,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,Canada,"Mayo, Yukon Territory Canada",63.59,-135.89,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1753397,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,Canada,"Teslin, Yukon Territory Canada",60.16,-132.72,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1756100,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2023,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,Canada,"Whitehorse, Yukon Territory Canada",60.72,-135.05,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Beaver Creek, Interior Alaska",63.04,-141.85,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1842306,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Fort Yukon, Interior Alaska",66.56,-145.25,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1848210,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1913888,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Hess Creek, Interior Alaska",65.67,-149.81,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1914215,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Koyukuk, West Alaska",64.88,-157.69,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1927718,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Pilot Station, West Alaska",61.93,-162.88,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
1928078,United States of America,NSF: National Science Foundation,GEO\ICER\NNA\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Saint Marys, West Alaska",62.05,-163.16,Logistics Base,,,,,,,,,,,,,,,,,,,,,,,,
